name,mass,radius,right_ascension,declination,distance
HD 221416 b,0.19,0.836,353.03363500000006,-20.198578666666666,95.08
TOI-2406 b,0.0286,0.2623,8.804166666666667,-2.6294444444444443,55.6
Kepler-305 b,0.033,0.321,299.225,40.343333333333334,889.64
Kepler-305 c,0.019,0.294,299.225,40.343333333333334,889.64
K2-382 b,0.0156,0.185,287.41249999999997,-18.373055555555556,278.412
HD 209458 b,0.714,1.38,330.7948870833333,18.884318944444445,47.0
Kepler-538 b,0.03335,0.198,297.4868779166667,49.62343216666667,156.66
TOI-2193 b,0.94,1.77,313.69166666666666,-71.19527777777778,345.3
K2-146 c,0.02358,0.195,130.02676749999998,19.092897083333334,79.31
K2-146 b,0.01816,0.183,130.02676749999998,19.092897083333334,79.31
HAT-P-48 b,0.168,1.131,44.47089916666667,30.62564822222222,321.9
MOA-2020-BLG-135L b,0.03555,0.301,268.425,-28.1925,7900.0
GJ 9827 b,0.01545,0.141,351.77015666666665,-0.7137262222222223,29.69
GJ 9827 c,0.00264,0.111,351.77015666666665,-0.7137262222222223,29.69
GJ 9827 d,0.01271,0.18,351.77015666666665,-0.7137262222222223,29.69
KMT-2022-BLG-0371L b,0.26,0.971,265.3625,-33.301388888888894,7140.0
KOI-428 b,2.2,1.17,296.8136979166667,47.526573666666664,2468.5
KMT-2022-BLG-1013L b,0.31,1.08,264.7083333333333,-27.644444444444442,7710.0
GJ 9714 b,9.60029,1.11,315.4125,-31.475,20.5121
Kepler-102 e,0.028091,0.202309,281.48273374999997,47.20801208333334,119.3
Kepler-102 d,0.011954,0.107534,281.48273374999997,47.20801208333334,119.3
WASP-34 b,0.59,1.22,165.39957041666668,-22.13933761111111,112.7
TRAPPIST-1 b,0.0032,0.10001,346.6223683553692,-4.958602308209723,12.43
TRAPPIST-1 c,0.003637,0.09769,346.6223683553692,-4.958602308209723,12.43
TRAPPIST-1 d,0.000934,0.06994,346.6223683553692,-4.958602308209723,12.43
TRAPPIST-1 e,0.002429,0.08118,346.6223683553692,-4.958602308209723,12.43
TRAPPIST-1 f,0.002939,0.09332,346.6223683553692,-4.958602308209723,12.43
TRAPPIST-1 g,0.003612,0.10242,346.6223683553692,-4.958602308209723,12.43
TRAPPIST-1 h,0.001041,0.06896,346.6223683553692,-4.958602308209723,12.43
OGLE-2019-BLG-0468L b,3.43,1.17,266.40416666666664,-23.552777777777777,4400.0
OGLE-2019-BLG-0468L c,10.22,1.11,266.40416666666664,-23.552777777777777,4400.0
TrES-2,1.253,1.169,286.80833333333334,49.31638888888889,213.0
WASP-35 b,0.72,1.32,76.08180166666666,-5.770173305555556,216.5
NGTS-21 b,2.36,1.33,311.2583333333333,-34.57222222222222,592.891
HAT-P-42 b,0.975,1.277,135.34437083333333,6.097226527777777,447.0
OGLE-2019-BLG-0679L b,3.34,1.17,265.7416666666667,-26.227222222222224,5630.0
TOI-2589 b,3.5,1.08,107.4875,-36.76916666666666,200.273
EPIC 201427007 b,0.00899,0.134,184.60416666666669,0.5513888888888889,706.391
K2-377 b,0.011,0.151,202.89583333333334,-11.905,195.149
KOI-680 b,0.84,1.99,292.28728750000005,43.19726672222222,2070.0
KELT-19 A b,4.07,1.91,111.5095375,7.6157861111111105,278.0
Kepler-1951 b,0.0189,0.207,290.5,40.28777777777778,1277.32
TOI-776 b,0.01259,0.165,178.57500000000002,-36.44722222222222,27.19
TOI-776 c,0.01668,0.18,178.57500000000002,-36.44722222222222,27.19
Kepler-1488 b,0.013,0.166,286.64583333333337,49.937777777777775,905.825
Kepler-1488 c,0.0106,0.147,286.64583333333337,49.937777777777775,905.825
Kepler-595 b,0.05475,0.331,294.5708333333333,50.67305555555555,639.0
Kepler-595 c,0.01038,0.09,294.5708333333333,50.67305555555555,639.0
CoRoT-2 b,3.31,1.465,291.77706,1.3837104166666667,300.0
Kepler-1073 c,0.0105,0.146,294.1541666666667,38.23305555555556,809.897
Kepler-1073 b,0.0186,0.205,294.1541666666667,38.23305555555556,809.897
Kepler-1073 d,0.00887,0.133,294.1541666666667,38.23305555555556,809.897
Kepler-106 c,0.032841,0.227826,300.86395791666666,44.337553,453.9
Kepler-106 e,0.035137,0.233294,300.86395791666666,44.337553,453.9
TOI-674 b,0.0739,0.4693,164.5875,-35.14194444444444,46.16
K2-388 b,0.0409,0.327,352.71250000000003,-10.922777777777778,290.495
WASP-124 b,0.6,1.24,332.7143408333334,-29.250343666666666,433.0
HATS-47 b,0.369,1.117,287.48437624999997,-48.335036555555554,301.7
MASCARA-4 b,3.1,1.53,147.58000208333334,-65.88614097222222,171.54
K2-291 b,0.02042,0.142,76.4457975,21.548617,90.29
Kepler-68 b,0.026,0.206,291.0323516666666,49.04026583333333,135.0
Kepler-68 c,0.015,0.085,291.0323516666666,49.04026583333333,135.0
KMT-2021-BLG-1253L b,0.05994,0.409,267.6166666666667,-28.720833333333335,6640.0
KELT-12 b,0.95,1.79,267.64049124999997,36.570223250000005,360.0
Kepler-1820 b,0.0312,0.278,296.7125,48.27222222222222,1425.39
K2-379 b,0.017,0.195,283.03333333333336,-26.819166666666664,182.207
