name,mass,radius,right_ascension,declination,distance
WASP-79 b,0.9,1.7,66.37090333333335,-29.399552527777775,240.0
K2-378 b,0.0272,0.257,205.15833333333333,-10.882777777777777,687.973
KOI-206 b,2.82,1.45,297.5936345833333,40.97726502777778,1870.0
K2-60 b,0.426,0.683,338.60619333333335,-12.731666666666666,498.7
OGLE2-TR-L9 b,4.34,1.614,166.97991958333333,-60.85373969444444,900.0
CoRoT-35 b,1.1,1.68,289.3125,-1.225277777777778,1140.0
TOI-837 b,1.2,0.77,157.03746041666668,-63.49474063888889,143.08
2MASS J0718-6415,3.0,1.29,109.53629166666667,-63.74136388888889,9.34
HD 155918 b,0.0236,0.236,260.5375,-74.65083333333334,27.561
HD 155918 c,5.8203,1.14,260.5375,-74.65083333333334,27.561
TOI-2084 b,0.021,0.22,259.2541666666667,72.74694444444445,114.549
K2-412 b,0.0161,0.189,76.2625,21.580277777777777,654.085
K2-292 b,0.07709,0.235,205.37626375,-8.053922472222222,114.29
TOI-1422 b,0.028,0.3533,354.2408333333334,39.639275,154.56
HD 106315 b,0.03964,0.218,183.47248541666667,0.39348730555555556,109.0
HD 106315 c,0.04782,0.388,183.47248541666667,0.39348730555555556,109.0
OGLE-2019-BLG-1053L b,0.0078,0.123,270.1666666666667,-26.658333333333335,6800.0
HAT-P-24 b,0.685,1.242,108.825,14.262222222222222,396.0
TOI-1853 b,0.23031,0.309,211.45833333333334,16.9925,165.105
LHS 1140 b,0.02007,0.146,11.25,-14.725833333333332,14.9861
LHS 1140 c,0.00554,0.104,11.25,-14.725833333333332,14.9861
TOI-2459 b,0.0284,0.263,82.14166666666667,-38.62694444444445,36.6113
HATS-54 b,0.76,1.067,200.634885,-43.31119477777778,764.4
HATS-22 b,2.74,0.953,174.00974583333334,-28.45667847222222,207.9
K2-344 b,0.00993,0.142,136.3625,21.66861111111111,75.1691
TOI-3976 A b,0.175,1.095,224.35416666666666,44.27444444444444,516.087
Kepler-1656 b,0.15291,0.448,284.47218625,39.911813527777774,186.88
K2-409 b,0.0211,0.221,228.45416666666665,-15.648611111111112,431.031
WASP-160 B b,0.278,1.09,87.67942958333333,-26.37682813888889,284.0
TOI-3082 b,0.0409,0.327,195.90833333333333,-18.781111111111112,113.048
TOI-444 b,0.0255,0.247,64.18333333333334,-25.23361111111111,57.3973
Kepler-1658 b,5.88,1.07,294.35655583333335,38.9473655,806.07
Kepler-1661 b,0.05349,0.345,285.16713875000005,41.967052055555556,415.52
AF Lep b,3.2,1.17,81.77083333333334,-10.098888888888888,26.8564
HATS-41 b,9.7,1.33,103.51735625,-26.949604916666665,800.0
KELT-6 b,0.442,1.18,195.9818616666667,30.640077694444443,222.0
Kepler-1067 b,0.00137,0.071,285.3875,45.04888888888889,667.693
Kepler-1067 c,0.0116,0.156,285.3875,45.04888888888889,667.693
HAT-P-28 b,0.626,1.212,13.000782083333334,34.728389722222225,395.0
Kepler-59 b,0.003828,0.100243,287.0394954166667,46.6401225,811.89
Kepler-59 c,0.012848,0.180438,287.0394954166667,46.6401225,811.89
WASP-11 b,0.46,1.045,47.37083333333333,30.67361111111111,125.1
Kepler-82 b,0.03823,0.363,292.8733683333333,42.96612980555556,927.97
Kepler-82 c,0.04373,0.476,292.8733683333333,42.96612980555556,927.97
TOI-1298 b,0.356,0.841,241.32499999999996,70.18972222222223,319.0
TOI-2081 b,0.016,0.182,264.3041666666667,53.025555555555556,62.31
Kepler-1887 b,0.0279,0.261,288.95416666666665,44.70583333333334,1366.18
WASP-64 b,1.271,1.271,101.11502166666666,-31.141617027777777,350.0
HD 136118 b,13.1353,1.1,229.72916666666669,-0.40777777777777774,51.4359
Kepler-1999 b,0.0341,0.317,282.3708333333333,48.259166666666665,701.255
HATS-46 b,0.173,0.903,6.702473333333334,-55.31611111111111,448.0
Kepler-1774 b,0.0322,0.284,288.575,40.98861111111111,816.592
TOI-3785 b,0.04704,0.459,130.9,63.07805555555556,79.7634
TOI-1601 b,0.99,1.239,38.3625,41.013333333333335,336.0
K2-332 b,0.0172,0.196,135.88333333333333,14.250555555555556,123.202
TOI-733 b,0.018,0.178,159.40833333333333,-39.111666666666665,75.2092
GJ 514 b,0.01636,0.19,202.50416666666666,10.3725,7.61778
K2-401 b,0.0181,0.202,154.98749999999998,3.9547222222222222,200.727
HD 190228 b,5.03,1.15,300.7541666666667,28.30666666666667,62.7146
HN Lib b,0.01718,0.196,218.56666666666666,-11.483055555555556,6.24442
WASP-6 b,0.503,1.224,348.1572366666667,-21.326034055555553,307.0
TOI-561 b,0.005,0.127,148.18333333333334,6.216111111111111,85.8
TOI-561 c,0.01699,0.257,148.18333333333334,6.216111111111111,85.8
TOI-561 d,0.0376,0.226,148.18333333333334,6.216111111111111,85.8
TOI-561 e,0.05034,0.238,148.18333333333334,6.216111111111111,85.8
TOI-561 f,0.00944,0.207,148.18333333333334,6.216111111111111,85.8
HAT-P-18 b,0.196,0.947,256.34644791666665,33.012483083333336,166.0
TOI-2000 b,0.0347,0.241,146.39583333333334,-65.31333333333333,175.713
TOI-2000 c,0.257,0.727,146.39583333333334,-65.31333333333333,175.713
Kepler-34 (AB) b,0.22,0.764,296.4375,44.641666666666666,1500.0
Kepler-1952 b,0.0065,0.111,288.075,43.95861111111111,852.062
Kepler-1883 b,0.0334,0.29,291.9208333333333,42.0025,1377.61
TrES-1 b,0.761,1.099,286.0410483333333,36.632623861111114,157.0
KOI-195 b,0.34,1.09,289.4346654166667,49.473418083333335,880.0
Kepler-1885 b,0.0091,0.135,288.75,47.490833333333335,818.482
Kepler-1799 b,0.0501,0.368,288.3083333333333,51.47833333333333,2254.69
OGLE-TR-56 b,1.3,1.2,269.14792291666663,-28.460700916666664,1500.0
NGTS-14 A b,0.092,0.44,328.51666666666665,-37.6225,325.1
K2-346 b,0.018,0.202,125.98749999999998,22.66333333333333,105.58
WASP-172 b,0.47,1.57,199.43384291666666,-46.76242305555555,562.0
WTS-2 b,1.12,1.363,293.7327779166667,36.81551308333333,1030.7
WASP-108 b,0.892,1.284,195.8279925,-48.360324472222224,220.0
HATS-17 b,1.338,0.777,192.18977208333334,-46.386308944444444,339.0
TOI-564 b,1.463,1.02,130.29516458333333,-15.963720027777779,197.4
HATS-8 b,0.138,0.873,294.94171958333334,-24.251664138888888,829.0
HAT-P-30 b,0.711,1.34,123.95,5.836666666666666,193.0
TOI-4010 d,0.12003,0.551,20.216666666666665,66.07222222222222,177.504
TOI-4010 b,0.03461,0.269,20.216666666666665,66.07222222222222,177.504
TOI-4010 e,2.17728,1.19,20.216666666666665,66.07222222222222,177.504
TOI-4010 c,0.0639,0.529,20.216666666666665,66.07222222222222,177.504
KMT-2019-BLG-1552L b,4.05,1.16,269.5958333333333,-26.433055555555555,4600.0
Kepler-1869 b,0.00458,0.1,292.6166666666667,42.76444444444444,113.025
